Ano,Mês,Dt.Lanç,Emissão,Venc,Tipo,Contrato,Referente,Doc,Estab,Status,Valor R$
2021,dez,2021-12-21,2021-12-20,2022-01-20,CONTRATO,SUPERI - G8NET - I7,Serviços de Internet,-,I7 NÚCLEO,LANÇADO,1700.0
2021,dez,2021-12-22,2021-12-22,2022-01-02,CONTRATO,VALCANAIA,Consultoria Financeira,-,I7 NÚCLEO,LANÇADO,6500.0
2021,dez,2021-12-22,2021-12-22,2022-01-02,CONTRATO,VALCANAIA,Consultoria Financeira,-,I7 NÚCLEO,LANÇADO,4480.0
2021,dez,2021-12-22,2021-12-22,2022-01-02,CONTRATO,VALCANAIA,Consultoria Financeira,-,I7 NÚCLEO,LANÇADO,6640.0
2021,dez,2021-12-22,2021-12-22,2021-12-30,CONTRATO,CARLOS DIAS (MGC),Consultoria Servidores,-,I7 NÚCLEO,LANÇADO,8140.0
2021,dez,2022-01-07,2021-12-23,2022-01-15,CONTRATO,CLARO CELULAR,Celular - Equiplex,-,EQUIPLEX,LANÇADO,3076.16
2021,dez,2021-12-22,2021-12-24,2021-12-30,CONTRATO,CORE TELECOM,Locação de Firewall,-,I7 NÚCLEO,LANÇADO,960.0
2022,jan,2022-01-04,2022-01-01,2022-01-15,CONTRATO,GLOBO SOLUÇÕES - ALOS,Crachás para o DP,-,ALOS,LANÇADO,350.0
2022,jan,2022-01-05,2022-01-01,2022-01-17,CONTRATO,OI - TELECOM GERAL - 0800,OI - 0800,-,EQUIPLEX,LANÇADO,296.47
2022,jan,2022-01-05,2022-01-01,2022-01-17,CONTRATO,OI - TELECOM GERAL - DDR,OI - DDR,-,EQUIPLEX,LANÇADO,952.91
2022,jan,2022-01-05,2022-01-01,2022-01-20,CONTRATO,VIVO OPERADORA - ALOS,Telefone - Alos,7710544,I7 NÚCLEO,LANÇADO,129.99
2022,jan,2022-11-01,2022-01-01,2022-11-21,CONTRATO,OPTIDATA - AMPLIDRIVE,Amplidrive,22290,I7 NÚCLEO,LANÇADO,1580.84
2022,jan,2022-01-04,2022-01-02,2022-01-20,CONTRATO,ALLE TECNOLOGIA,Gestão de ERP Totvs 12,2928,I7 NÚCLEO,LANÇADO,800.0
2022,jan,2022-01-04,2022-01-02,2022-01-10,CONTRATO,C&C COMPUTER CLOUD,Computação na Nuvem,5262,I7 NÚCLEO,LANÇADO,45372.66
2022,jan,2022-01-03,2022-01-02,2022-01-10,CONTRATO,ILOC3 LOCAÇÕES - EQUIPLEX,NF 2 - Equiplex,52,EQUIPLEX,LANÇADO,2597.66
2022,jan,2022-01-03,2022-01-02,2022-01-10,CONTRATO,ILOC3 LOCAÇÕES - I7,NF 1 - I7,51,I7 NÚCLEO,LANÇADO,2649.51
2022,jan,2022-01-10,2022-01-03,2022-02-21,CONTRATO,ALGAR TELECOM - I7,Internet,-,I7 NÚCLEO,LANÇADO,4258.36
2022,jan,2022-01-07,2022-01-03,2022-01-20,CONTRATO,ALGAR - TRANSPLEX,Multa,-,TRANSPLEX,LANÇADO,1603.45
2022,jan,2022-01-04,2022-01-03,2022-01-20,CONTRATO,AMPLISTORE - AMPLIDRIVE,Amplidrive,1629,I7 NÚCLEO,LANÇADO,1140.0
2022,jan,2022-01-04,2022-01-03,2022-01-20,CONTRATO,APN ,Link Radio,-,I7 NÚCLEO,LANÇADO,334.95
2022,jan,2022-01-05,2022-01-03,2022-01-15,CONTRATO,CORE TELECOM,Locação de Firewall,-,I7 NÚCLEO,LANÇADO,960.0
2022,jan,2022-01-04,2022-01-03,2022-01-14,CONTRATO,HPFS - LOCAÇÃO NOTEBOOKS,Locação de Notebooks,14012022,I7 NÚCLEO,LANÇADO,1857.27
2022,jan,2022-01-04,2022-01-03,2022-01-15,CONTRATO,HPFS - LOCAÇÃO DESKTOP,Locação de Desktops,15012022,I7 NÚCLEO,LANÇADO,15045.05
2022,jan,2022-01-04,2022-01-03,2022-02-07,CONTRATO,SETI - I7,"S4 Internet Controlada, Servidor Proxy",-,I7 NÚCLEO,LANÇADO,490.0
2022,jan,2022-01-05,2022-01-03,2022-01-22,CONTRATO,TOTVS 01 - A42305/05,TOTVS 1 - A42305/05,-,EQUIPLEX,LANÇADO,2884.14
2022,jan,2022-01-04,2022-01-03,2022-02-12,CONTRATO,VIRTOS BACKUP,Backup na Nuvem,19217,EQUIPLEX,LANÇADO,390.0
2022,jan,2022-01-06,2022-01-05,2022-02-05,CONTRATO,ACTTIVE - DOCNIX,Licença de Uso,8884,EQUIPLEX,LANÇADO,2799.52
2022,jan,2022-01-11,2022-01-06,2022-01-20,CONTRATO,CLARO NET - HT3,Internet HT3,1151094,I7 NÚCLEO,LANÇADO,155.0
2022,jan,2022-01-06,2022-01-06,2022-01-13,CONTRATO,VALIDEINFO WEB,Serviços Consulta Web,23,I7 NÚCLEO,LANÇADO,150.0
2022,jan,2022-01-11,2022-01-10,2022-01-25,CONTRATO,BELLFONE - 2,Serviços de telefonia,3487,EQUIPLEX,LANÇADO,4180.63
2022,jan,2022-01-20,2022-01-10,2022-01-28,CONTRATO,BELLFONE - 1,Serviços de telefonia,3488,EQUIPLEX,LANÇADO,1052.87
2022,jan,2022-02-01,2022-01-10,2022-02-07,CONTRATO,INGRAM - OFFICE 365,Office 365 Licença - NÃO ENVIOU EM JAN,1559848,EQUIPLEX,LANÇADO,3456.6
2022,jan,2022-01-11,2022-01-11,2022-01-20,CONTRATO,CONTI CONSULTORIA,Consultoria em Sistemas - DP,121,I7 NÚCLEO,LANÇADO,656.8
2022,jan,2022-01-11,2022-01-11,2022-01-29,CONTRATO,SANTODIGITAL 1,G Suite Business - Licenca,104527,I7 NÚCLEO,LANÇADO,7524.0
2022,jan,2022-01-11,2022-01-11,2022-01-29,CONTRATO,SANTODIGITAL 2,Suporte G Suite - Tx Manutenção,104528,I7 NÚCLEO,LANÇADO,150.0
2022,jan,2022-01-14,2022-01-11,2022-01-31,CONTRATO,TOTVS 00 - TICKETS,TICKETS,864965,EQUIPLEX,LANÇADO,1445.74
2022,jan,2022-01-14,2022-01-12,2022-02-14,CONTRATO,TOTVS 02 - 400003/01,TOTVS 2 - 400003/01,865891,EQUIPLEX,LANÇADO,1597.5
2022,jan,2022-01-14,2022-01-12,2022-02-14,CONTRATO,TOTVS 03 - 365084/01 - 400003/01,TOTVS3 - 365084/01 - 400003/01,865893,EQUIPLEX,LANÇADO,8576.23
2022,jan,2022-01-14,2022-01-12,2022-02-23,CONTRATO,TOTVS 04 - 943448/02,TOTVS4 - 943448/02,865900,EQUIPLEX,LANÇADO,3123.08
2022,jan,2022-01-14,2022-01-12,2022-02-21,CONTRATO,TOTVS 05 - A48004/04,TOTVS5 - A48004/04,865898,EQUIPLEX,LANÇADO,4001.4
2022,jan,2022-01-14,2022-01-12,2022-02-14,CONTRATO,TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08,TOTVS6 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08,865894,EQUIPLEX,LANÇADO,3030.89
2022,jan,2022-01-14,2022-01-12,2022-02-24,CONTRATO,TOTVS 07 - AACRAH/03,TOTVS7 - AACRAH/03,865902,EQUIPLEX,LANÇADO,1978.65
2022,jan,2022-01-14,2022-01-13,2022-01-21,CONTRATO,TSPLUS BRASIL,Link Radio - Acesso Internet,164,I7 NÚCLEO,LANÇADO,3570.8
2022,jan,2022-01-14,2022-01-14,2022-02-01,CONTRATO,DIGITAL WORLD,Loc.Impressoras e serviços,9312,I7 NÚCLEO,LANÇADO,2372.8
2022,jan,2022-01-14,2022-01-14,2022-02-14,CONTRATO,NEOMIND - P15110/21,Taxa de Manutenção,14622,I7 NÚCLEO,LANÇADO,866.25
2022,jan,2022-01-20,2022-01-20,2022-02-20,CONTRATO,SUPERI - G8NET - I7,Serviços de Internet,7732,I7 NÚCLEO,LANÇADO,1700.0
2022,jan,2022-01-21,2022-01-21,2022-02-05,CONTRATO,GRENKE - I7,Nota I7,14055,I7 NÚCLEO,LANÇADO,843.78
2022,jan,2022-01-21,2022-01-21,2022-02-05,CONTRATO,GRENKE - EQUIPLEX 1,Boleto 1,12152,EQUIPLEX,LANÇADO,1156.0
2022,jan,2022-01-21,2022-01-21,2022-02-05,CONTRATO,GRENKE - EQUIPLEX 2,Boleto 2,12455,EQUIPLEX,LANÇADO,1926.94
2022,jan,2022-02-02,2022-01-23,2022-02-15,CONTRATO,CLARO CELULAR,Celular - Equiplex,948665669,EQUIPLEX,LANÇADO,3023.52
2022,jan,2022-01-25,2022-01-25,2022-02-03,CONTRATO,CARLOS DIAS (MGC),Consultoria Servidores,1257,I7 NÚCLEO,LANÇADO,7740.0
2022,jan,2022-01-27,2022-01-27,2022-02-03,CONTRATO,CARLOS DIAS (MGC),Consultoria Servidores,1258,I7 NÚCLEO,LANÇADO,2760.0
2022,jan,2022-01-28,2022-01-28,2022-02-15,CONTRATO,CORE TELECOM,Locação de Firewall,3501,I7 NÚCLEO,LANÇADO,960.0
2022,jan,2022-01-28,2022-01-28,2022-02-07,CONTRATO,VALCANAIA,Consultoria Financeira,198,I7 NÚCLEO,LANÇADO,6616.0
2022,jan,2022-01-31,2022-01-31,2022-02-28,CONTRATO,NEOMIND - P3916/18,Licença de Uso Fusion,14712,I7 NÚCLEO,LANÇADO,2240.66
2022,fev,2022-02-01,2022-02-01,2022-02-21,CONTRATO,AMPLISTORE - AMPLIDRIVE,Amplidrive,1683,I7 NÚCLEO,LANÇADO,1140.0
2022,fev,2022-02-01,2022-02-01,2022-02-10,CONTRATO,C&C COMPUTER CLOUD,Computação na Nuvem,5303,I7 NÚCLEO,LANÇADO,45372.66
2022,fev,2022-02-02,2022-02-01,2022-02-15,CONTRATO,GLOBO SOLUÇÕES - ALOS,Crachás para o DP,8164,ALOS,LANÇADO,350.0
2022,fev,2022-02-01,2022-02-01,2022-02-14,CONTRATO,HPFS - LOCAÇÃO NOTEBOOKS,Locação de Notebooks,14202022,I7 NÚCLEO,LANÇADO,1857.27
2022,fev,2022-02-01,2022-02-01,2022-02-15,CONTRATO,HPFS - LOCAÇÃO DESKTOP,Locação de Desktops,15022022,I7 NÚCLEO,LANÇADO,15045.05
2022,fev,2022-02-02,2022-02-01,2022-02-10,CONTRATO,ILOC3 LOCAÇÕES - EQUIPLEX,NF 2 - Equiplex,54,EQUIPLEX,LANÇADO,2597.66
2022,fev,2022-02-02,2022-02-01,2022-02-10,CONTRATO,ILOC3 LOCAÇÕES - I7,NF 1 - I7,53,I7 NÚCLEO,LANÇADO,2649.51
2022,fev,2022-02-09,2022-02-01,2022-02-15,CONTRATO,OI - TELECOM GERAL - 0800,OI - 0800,13890462,EQUIPLEX,LANÇADO,252.99
2022,fev,2022-02-09,2022-02-01,2022-02-15,CONTRATO,OI - TELECOM GERAL - DDR,OI - DDR,13907314,EQUIPLEX,LANÇADO,952.91
2022,fev,2022-02-03,2022-02-01,2022-02-22,CONTRATO,TOTVS 01 - A42305/05,TOTVS 1 - A42305/05,870133,EQUIPLEX,LANÇADO,2884.14
2022,fev,2022-02-03,2022-02-01,2022-02-20,CONTRATO,VIVO OPERADORA - ALOS,Telefone - Alos,7863462,I7 NÚCLEO,LANÇADO,129.99
2022,fev,2022-02-02,2022-02-02,2022-02-20,CONTRATO,APN ,Link Radio,2333,I7 NÚCLEO,LANÇADO,334.95
2022,fev,2022-02-03,2022-02-02,2022-03-07,CONTRATO,SETI - I7,"S4 Internet Controlada, Servidor Proxy",37446,I7 NÚCLEO,LANÇADO,490.0
2022,fev,2022-02-02,2022-02-02,2022-02-12,CONTRATO,VALIDEINFO WEB,Serviços Consulta Web,71,I7 NÚCLEO,LANÇADO,150.0
2022,fev,2022-02-07,2022-02-03,2022-03-21,CONTRATO,ALGAR TELECOM - I7,Internet,21719,I7 NÚCLEO,LANÇADO,4258.36
2022,fev,2022-02-07,2022-02-03,2022-02-21,CONTRATO,ALGAR - TRANSPLEX,Internet,142662,TRANSPLEX,LANÇADO,1603.45
2022,fev,2022-02-07,2022-02-04,2022-03-05,CONTRATO,ACTTIVE - DOCNIX,Licença de Uso,9061,EQUIPLEX,LANÇADO,3058.85
2022,fev,2022-02-07,2022-02-05,2022-02-20,CONTRATO,CLARO NET - HT3,Internet HT3,1349487,I7 NÚCLEO,LANÇADO,155.0
2022,fev,2022-02-08,2022-02-07,2022-02-17,CONTRATO,CONTI CONSULTORIA,Consultoria em Sistemas - DP,291,I7 NÚCLEO,LANÇADO,4233.08
2022,fev,2022-02-09,2022-02-08,2022-03-12,CONTRATO,VIRTOS BACKUP,Backup na Nuvem,19533,EQUIPLEX,LANÇADO,390.0
2022,fev,2022-02-09,2022-02-09,2022-03-05,CONTRATO,GRENKE - I7,Nota I7,17984,I7 NÚCLEO,LANÇADO,843.78
2022,fev,2022-02-09,2022-02-09,2022-03-05,CONTRATO,GRENKE - EQUIPLEX 1,Boleto 1,20854,EQUIPLEX,LANÇADO,1156.0
2022,fev,2022-02-09,2022-02-09,2022-03-05,CONTRATO,GRENKE - EQUIPLEX 2,Boleto 2,18400,EQUIPLEX,LANÇADO,1926.94
2022,fev,2022-02-11,2022-02-10,2022-02-25,CONTRATO,BELLFONE - 1,Serviços de telefonia,3525,EQUIPLEX,LANÇADO,1052.87
2022,fev,2022-02-11,2022-02-10,2022-02-25,CONTRATO,BELLFONE - 2,Serviços de telefonia,3524,EQUIPLEX,LANÇADO,4180.63
2022,fev,2022-02-14,2022-02-10,2022-03-12,CONTRATO,TOTVS 02 - 400003/01,TOTVS 2 - 400003/01,873913,EQUIPLEX,LANÇADO,1597.5
2022,fev,2022-02-14,2022-02-10,2022-03-12,CONTRATO,TOTVS 03 - 365084/01 - 400003/01,TOTVS3 - 365084/01 - 400003/01,873916,EQUIPLEX,LANÇADO,9834.26
2022,fev,2022-02-14,2022-02-10,2022-03-23,CONTRATO,TOTVS 04 - 943448/02,TOTVS4 - 943448/02,873925,EQUIPLEX,LANÇADO,3447.3
2022,fev,2022-02-14,2022-02-10,2022-03-20,CONTRATO,TOTVS 05 - A48004/04,TOTVS5 - A48004/04,873922,EQUIPLEX,LANÇADO,4001.4
2022,fev,2022-02-14,2022-02-10,2022-03-14,CONTRATO,TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08,TOTVS6 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08,873919,EQUIPLEX,LANÇADO,3030.89
2022,fev,2022-02-14,2022-02-10,2022-03-24,CONTRATO,TOTVS 07 - AACRAH/03,TOTVS7 - AACRAH/03,873928,EQUIPLEX,LANÇADO,1978.65
2022,fev,2022-02-11,2022-02-11,2022-03-02,CONTRATO,DIGITAL WORLD,Loc.Impressoras e serviços,9636,I7 NÚCLEO,LANÇADO,2853.16
2022,fev,2022-02-11,2022-02-11,2022-03-01,CONTRATO,SANTODIGITAL 1,G Suite Business - Licenca,106415,I7 NÚCLEO,LANÇADO,7524.0
2022,fev,2022-02-11,2022-02-11,2022-03-01,CONTRATO,SANTODIGITAL 2,Suporte G Suite - Tx Manutenção,106416,I7 NÚCLEO,LANÇADO,150.0
2022,fev,2022-02-14,2022-02-11,2022-03-02,CONTRATO,TOTVS 00 - TICKETS,TICKETS,872834,EQUIPLEX,LANÇADO,2435.07
2022,fev,2022-02-14,2022-02-13,2022-02-21,CONTRATO,TSPLUS BRASIL,Link Radio - Acesso Internet,316,I7 NÚCLEO,LANÇADO,3570.8
2022,fev,2022-02-14,2022-02-14,2022-02-21,CONTRATO,ALLE TECNOLOGIA,Gestão de ERP Totvs 12,3009,I7 NÚCLEO,LANÇADO,800.0
2022,fev,2022-02-15,2022-02-15,2022-03-14,CONTRATO,NEOMIND - P15110/21,Taxa de Manutenção,14835,I7 NÚCLEO,LANÇADO,866.25
2022,fev,2022-03-02,2022-02-16,2022-03-16,CONTRATO,INGRAM - OFFICE 365,Office 365 Licença,1580314,EQUIPLEX,LANÇADO,3166.1
2022,fev,2022-02-24,2022-02-21,2022-03-03,CONTRATO,ALGAR - EQUIPLEX,Internet,148066,EQUIPLEX,LANÇADO,1748.99
2022,fev,2022-02-21,2022-02-21,2022-03-15,CONTRATO,CORE TELECOM,Locação de Firewall,3525,I7 NÚCLEO,LANÇADO,960.0
2022,fev,2022-02-21,2022-02-21,2022-03-21,CONTRATO,NEOMIND - P3916/18,Licença de Uso Fusion,14877,I7 NÚCLEO,LANÇADO,2240.66
2022,fev,2022-02-24,2022-02-23,2022-03-20,CONTRATO,SUPERI - G8NET - I7,Serviços de Internet,7998,I7 NÚCLEO,LANÇADO,1700.0
2022,fev,2022-03-02,2022-02-23,2022-03-15,CONTRATO,CLARO CELULAR,Celular - Equiplex,34588860,EQUIPLEX,LANÇADO,3016.16
2022,fev,2022-02-24,2022-02-24,2022-03-03,CONTRATO,CARLOS DIAS (MGC),Consultoria Servidores,1264,I7 NÚCLEO,LANÇADO,4200.0
2022,fev,2022-02-25,2022-02-24,2022-03-06,CONTRATO,VALCANAIA,Consultoria Financeira,199,I7 NÚCLEO,LANÇADO,4800.0
2022,mar,2022-03-02,2022-03-01,2022-03-21,CONTRATO,ALLE TECNOLOGIA,Gestão de ERP Totvs 12,3049,I7 NÚCLEO,LANÇADO,800.0
2022,mar,2022-03-02,2022-03-01,2022-03-21,CONTRATO,AMPLISTORE - AMPLIDRIVE,Amplidrive,1738,I7 NÚCLEO,LANÇADO,1140.0
2022,mar,2022-03-02,2022-03-01,2022-03-10,CONTRATO,C&C COMPUTER CLOUD,Computação na Nuvem,5357,I7 NÚCLEO,LANÇADO,45372.66
2022,mar,2022-03-21,2022-03-01,2022-04-05,CONTRATO,GRENKE - I7,Nota I7,28539,I7 NÚCLEO,LANÇADO,843.78
2022,mar,2022-03-21,2022-03-01,2022-04-05,CONTRATO,GRENKE - EQUIPLEX 1,Boleto 1,23714,EQUIPLEX,LANÇADO,1156.0
2022,mar,2022-03-21,2022-03-01,2022-04-05,CONTRATO,GRENKE - EQUIPLEX 2,Boleto 2,28071,EQUIPLEX,LANÇADO,1926.94
2022,mar,2022-03-02,2022-03-01,2022-03-10,CONTRATO,ILOC3 LOCAÇÕES - EQUIPLEX,NF 2 - Equiplex,56,EQUIPLEX,LANÇADO,2597.66
2022,mar,2022-03-02,2022-03-01,2022-03-10,CONTRATO,ILOC3 LOCAÇÕES - I7,NF 1 - I7,55,I7 NÚCLEO,LANÇADO,2649.51
2022,mar,2022-03-08,2022-03-01,2022-03-20,CONTRATO,VIVO OPERADORA - ALOS,Telefone - Alos,7975425,I7 NÚCLEO,LANÇADO,129.99
2022,mar,2022-03-02,2022-03-02,2022-03-14,CONTRATO,HPFS - LOCAÇÃO NOTEBOOKS,Locação de Notebooks,14032022,I7 NÚCLEO,LANÇADO,1857.27
2022,mar,2022-03-02,2022-03-02,2022-03-15,CONTRATO,HPFS - LOCAÇÃO DESKTOP,Locação de Desktops,15032022,I7 NÚCLEO,LANÇADO,15045.05
2022,mar,2022-03-07,2022-03-02,2022-03-22,CONTRATO,TOTVS 01 - A42305/05,TOTVS 1 - A42305/05,879642,EQUIPLEX,LANÇADO,2884.14
2022,mar,2022-03-10,2022-03-03,2022-04-20,CONTRATO,ALGAR TELECOM - I7,Internet - FIM DE CONTRATO,22545,I7 NÚCLEO,LANÇADO,3350.67
2022,mar,2022-03-14,2022-03-03,2022-03-21,CONTRATO,ALGAR - TRANSPLEX,Internet,149369,TRANSPLEX,LANÇADO,1603.45
2022,mar,2022-03-03,2022-03-03,2022-03-20,CONTRATO,APN ,Link Radio,2856,I7 NÚCLEO,LANÇADO,361.75
2022,mar,2022-03-22,2022-03-04,2022-04-05,CONTRATO,ACTTIVE - DOCNIX,Licença de Uso,9221,EQUIPLEX,LANÇADO,3058.85
2022,mar,2022-03-04,2022-03-04,2022-03-20,CONTRATO,CLARO NET - HT3,Internet HT3,1545426,I7 NÚCLEO,LANÇADO,155.0
2022,mar,2022-03-07,2022-03-04,2022-03-15,CONTRATO,GLOBO SOLUÇÕES,"PEDIDO, Termino de Contrato c/ALOS",8511,EQUIPLEX,LANÇADO,350.0
2022,mar,2022-03-04,2022-03-04,2022-04-05,CONTRATO,SETI - I7,"S4 Internet Controlada, Servidor Proxy",38184,I7 NÚCLEO,LANÇADO,1167.99
2022,mar,2022-03-04,2022-03-04,2022-03-12,CONTRATO,VALIDEINFO WEB,Serviços Consulta Web,117,I7 NÚCLEO,LANÇADO,160.94
2022,mar,2022-03-05,2022-03-05,2022-03-28,CONTRATO,OI - TELECOM GERAL - 0800,OI - 0800,1459221,EQUIPLEX,LANÇADO,287.2
2022,mar,2022-04-07,2022-03-08,2022-04-14,CONTRATO,INGRAM - OFFICE 365,Office 365 Licença,1592488,EQUIPLEX,LANÇADO,3093.56
2022,mar,2022-03-04,2022-03-08,2022-04-12,CONTRATO,VIRTOS BACKUP,Backup na Nuvem,19888,EQUIPLEX,LANÇADO,465.33
2022,mar,2022-03-10,2022-03-09,2022-04-04,CONTRATO,TOTVS 00 - TICKETS,TICKETS,880314,EQUIPLEX,LANÇADO,4602.02
2022,mar,2022-03-22,2022-03-10,2022-03-29,CONTRATO,CONTI CONSULTORIA,Consultoria em Sistemas - DP,468,I7 NÚCLEO,LANÇADO,3601.55
2022,mar,2022-03-11,2022-03-11,2022-03-28,CONTRATO,SANTODIGITAL 1,G Suite Business - Licenca,108256,I7 NÚCLEO,LANÇADO,7524.0
2022,mar,2022-03-11,2022-03-11,2022-03-28,CONTRATO,SANTODIGITAL 2,Suporte G Suite - Tx Manutenção,108257,I7 NÚCLEO,LANÇADO,150.0
2022,mar,2022-03-15,2022-03-11,2022-04-12,CONTRATO,TOTVS 02 - 400003/01,TOTVS 2 - 400003/01,881600,EQUIPLEX,LANÇADO,1597.5
2022,mar,2022-03-15,2022-03-11,2022-04-12,CONTRATO,TOTVS 03 - 365084/01 - 400003/01,TOTVS3 - 365084/01 - 400003/01,881603,EQUIPLEX,LANÇADO,9834.26
2022,mar,2022-03-22,2022-03-11,2022-04-23,CONTRATO,TOTVS 04 - 943448/02,TOTVS4 - 943448/02,881612,EQUIPLEX,LANÇADO,3447.3
2022,mar,2022-03-15,2022-03-11,2022-04-20,CONTRATO,TOTVS 05 - A48004/04,TOTVS5 - A48004/04,881609,EQUIPLEX,LANÇADO,4001.4
2022,mar,2022-03-15,2022-03-11,2022-04-14,CONTRATO,TOTVS 06 - AACMBM/02 - AAD762/02 - AAETUY/01 - AAIIIF/01 - AAIZC5/01 - AAJQD4/01 - AAKFPN/01 - AALITT/01 - AAHVOT/03 - AAIBOR/04 - AADEV1/08,TOTVS6 - AACMBM/02 - AAD762/02 - AACMP4/01 - AADVE1/08,881606,EQUIPLEX,LANÇADO,3030.89
2022,mar,2022-03-22,2022-03-11,2022-04-24,CONTRATO,TOTVS 07 - AACRAH/03,TOTVS7 - AACRAH/03,881615,EQUIPLEX,LANÇADO,1978.65
2022,mar,2022-03-14,2022-03-13,2022-03-21,CONTRATO,TSPLUS BRASIL,Link Radio - Acesso Internet,464,I7 NÚCLEO,LANÇADO,3570.8
2022,mar,2022-03-14,2022-03-14,2022-03-25,CONTRATO,BELLFONE - 2,Serviços de telefonia,3570,EQUIPLEX,LANÇADO,4180.63
2022,mar,2022-03-14,2022-03-14,2022-03-25,CONTRATO,BELLFONE - 1,Serviços de telefonia,3569,EQUIPLEX,LANÇADO,1052.87
2022,mar,2022-03-05,2022-03-14,2022-03-28,CONTRATO,OI - TELECOM GERAL - DDR,OI - DDR,14075548,EQUIPLEX,LANÇADO,954.88
2022,mar,2022-03-20,2022-03-14,2022-04-20,CONTRATO,SUPERI - G8NET - I7,Serviços de Internet,8210,I7 NÚCLEO,LANÇADO,1700.0
2022,mar,2022-03-15,2022-03-15,2022-04-14,CONTRATO,NEOMIND - P15110/21,Taxa de Manutenção,15029,I7 NÚCLEO,LANÇADO,866.25
2022,mar,2022-03-16,2022-03-16,2022-04-05,CONTRATO,DIGITAL WORLD,Loc.Impressoras e serviços,9992,I7 NÚCLEO,LANÇADO,3537.96
2022,mar,2022-03-24,2022-03-21,2022-04-04,CONTRATO,ALGAR - EQUIPLEX,Internet,156691,EQUIPLEX,LANÇADO,1748.99
2022,mar,2022-03-21,2022-03-21,2022-04-15,CONTRATO,CORE TELECOM,Locação de Firewall,-,I7 NÚCLEO,LANÇADO,960.0
2022,mar,2022-03-28,2022-03-21,2022-04-28,CONTRATO,NEOMIND - P3916/18,Licença de Uso Fusion,15078,I7 NÚCLEO,LANÇADO,2240.66
2022,mar,2022-04-04,2022-03-23,2022-04-15,CONTRATO,CLARO CELULAR,Celular - Equiplex,37534345,EQUIPLEX,LANÇADO,3167.91
2022,mar,2022-03-24,2022-03-24,2022-04-01,CONTRATO,CARLOS DIAS (MGC),Consultoria Servidores,1270,I7 NÚCLEO,LANÇADO,5500.0
2022,mar,2022-03-25,2022-03-25,2022-04-03,CONTRATO,VALCANAIA,Consultoria Financeira,201,I7 NÚCLEO,LANÇADO,7500.0
2022,abr,2022-04-01,2022-04-01,2022-04-20,CONTRATO,ALLE TECNOLOGIA,Gestão de ERP Totvs 12,3100,I7 NÚCLEO,LANÇADO,800.0
2022,abr,2022-04-01,2022-04-01,2022-04-21,CONTRATO,AMPLISTORE - AMPLIDRIVE,Amplidrive,1796,I7 NÚCLEO,LANÇADO,1260.84
2022,abr,2022-04-01,2022-04-01,2022-04-20,CONTRATO,APN ,Link Radio,3421,I7 NÚCLEO,LANÇADO,361.75
2022,abr,2022-04-04,2022-04-01,2022-04-10,CONTRATO,C&C COMPUTER CLOUD,Computação na Nuvem,5410,I7 NÚCLEO,LANÇADO,45372.66
2022,abr,2022-04-01,2022-04-01,2022-04-10,CONTRATO,GLOBO SOLUÇÕES,Criado Contrato Equiplex 1110,8720,EQUIPLEX,LANÇADO,350.0
2022,abr,2022-04-18,2022-04-01,2022-05-05,CONTRATO,GRENKE - EQUIPLEX 2,Boleto 2,31509,EQUIPLEX,LANÇADO,1926.94
2022,abr,2022-04-01,2022-04-01,2022-04-14,CONTRATO,HPFS - LOCAÇÃO NOTEBOOKS,Locação de Notebooks,14032022,I7 NÚCLEO,LANÇADO,1857.27
2022,abr,2022-04-01,2022-04-01,2022-04-15,CONTRATO,HPFS - LOCAÇÃO DESKTOP,Locação de Desktops,15042022,I7 NÚCLEO,LANÇADO,15045.05
2022,abr,2022-04-05,2022-04-01,2022-04-18,CONTRATO,OI - TELECOM GERAL - 0800,OI - 0800,14218276,EQUIPLEX,LANÇADO,315.18
2022,abr,2022-04-05,2022-04-01,2022-04-18,CONTRATO,OI - TELECOM GERAL - DDR,OI - DDR,14234006,EQUIPLEX,LANÇADO,952.91
2022,abr,2022-04-05,2022-04-01,2022-04-22,CONTRATO,TOTVS 01 - A42305/05,TOTVS 1 - A42305/05,885634,EQUIPLEX,LANÇADO,2884.14
2022,abr,2022-04-06,2022-04-01,2022-04-20,CONTRATO,VIVO OPERADORA - ALOS,Telefone - Alos,8200380,I7 NÚCLEO,LANÇADO,129.99
2022,abr,2022-04-04,2022-04-02,2022-04-10,CONTRATO,ILOC3 LOCAÇÕES - EQUIPLEX,NF 2 - Equiplex,57,EQUIPLEX,LANÇADO,2597.66
2022,abr,2022-04-04,2022-04-02,2022-04-10,CONTRATO,ILOC3 LOCAÇÕES - I7,NF 1 - I7,58,I7 NÚCLEO,LANÇADO,2649.51
2022,abr,2022-04-06,2022-04-03,2022-04-20,CONTRATO,ALGAR - TRANSPLEX,Internet,158076,TRANSPLEX,LANÇADO,1603.45
